epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.55241245,0.5358332,0.6893374519133684,0.62123215,0.57797736,0.6683316143770988
1,0.68054813,0.6285474,0.5913076491116069,0.6205116,0.6726615,0.6439807924624442
2,0.7434974,0.70332843,0.5100006667153214,0.7369601,0.73011935,0.5363009557147033
3,0.7684271,0.7497874,0.4694926629578358,0.7492094,0.76551926,0.5784834438455547
4,0.7867608,0.77844185,0.43917483592036355,0.6244746,0.7886485,0.6390218548905987
5,0.7986052,0.79748,0.4176875868318573,0.7014531,0.8052702,0.8999711293035524
6,0.8093065,0.81237304,0.39770307772735347,0.74756813,0.8191834,0.5752769543022566
7,0.8200657,0.8255961,0.3781393323811564,0.71834594,0.8310788,0.6471528002512897
8,0.83127403,0.83640057,0.3596046592964937,0.66874826,0.8402001,2.049255323642805
9,0.8431584,0.84414905,0.3371343704024285,0.7146231,0.84840703,0.9268102839913472
