,epoch,acc,auc,loss,val_acc,val_auc,val_loss,run_name
1,1,0.795723,0.8167058,0.417139616683274,0.79896724,0.8400120000000001,0.407405835527464,run002
2,2,0.81481284,0.85394186,0.3842628973462228,0.8186222,0.86434495,0.3810123228414339,run002
3,3,0.8284674999999999,0.8724744000000001,0.36211004701076893,0.82246506,0.87885904,0.3786173901698348,run002
4,4,0.83777666,0.8844482,0.3418729488374419,0.8193826999999999,0.8890959999999999,0.3804093331680484,run002
5,5,0.8485536,0.8933787000000001,0.3241480534276964,0.78875947,0.8967659,0.460876338503463,run002
6,6,0.85935277,0.90025115,0.3030255728430671,0.82082385,0.9034075,0.39796407638826,run002
7,7,0.8704144,0.9067354999999999,0.28205929014319064,0.82450664,0.9096572,0.3821980079061205,run002
8,8,0.8831882999999999,0.9127881,0.2580289265900159,0.8213041999999999,0.9154870999999999,0.4155760195664346,run002
9,9,0.8966028,0.91845864,0.23022968863845436,0.8112564999999999,0.9210280000000001,0.4633594297931533,run002
0,0,0.5458430999999999,0.6023456,0.6920188000479248,0.61414677,0.5871974,0.66357153444223,run003
1,1,0.66655546,0.62638974,0.6091484554332527,0.62887794,0.66524947,0.6498861505379292,run003
2,2,0.73293394,0.6942624,0.5295962271896432,0.6918058000000001,0.71947086,0.5885959965070751,run003
3,3,0.7605768,0.7385012,0.4843532883718826,0.73667985,0.7550541999999999,0.5296561475580847,run003
4,4,0.777714,0.76831776,0.4561706914937873,0.70693725,0.7792299,0.6140336692142425,run003
5,5,0.7908527,0.7886052,0.43287113982332576,0.62923825,0.7946709,4.222824240892781,run003
6,6,0.8019276999999999,0.8003041999999999,0.41201615518496093,0.6523758000000001,0.80573183,3.3131598271143345,run003
7,7,0.8125045,0.8108417,0.39527171913273534,0.63043916,0.81493,4.513223337298128,run003
8,8,0.8207505999999999,0.81890476,0.3776801382709764,0.5924903,0.82190746,5.513157893740185,run003
9,9,0.8305667999999999,0.82502127,0.3597471420397336,0.5875265000000001,0.8277071,5.784375024170027,run003
0,0,0.5633673,0.56395787,0.6795574789148364,0.59597296,0.5958524000000001,0.6612099299968128,run004
1,1,0.6306042,0.6208446999999999,0.6298040807705267,0.6904047,0.6509189000000001,0.5767920121798594,run004
2,2,0.7148982,0.6815415,0.5350383281190274,0.73507863,0.7086263,0.5114808474952371,run004
3,3,0.7517124,0.7296672,0.4844259505960513,0.7645811,0.74769944,0.4692692484482455,run004
4,4,0.77035296,0.76204634,0.4547965816300868,0.76257956,0.774435,0.477889535769763,run004
5,5,0.78359395,0.7845894,0.4352805321363304,0.7407630000000001,0.7934711,0.4900250383551386,run004
6,6,0.79205805,0.80102384,0.4201377454149377,0.7768704000000001,0.80812204,0.4417574697444824,run004
7,7,0.7998194000000001,0.81436753,0.4076926153632495,0.7936831999999999,0.82017213,0.4198246391897928,run004
8,8,0.80709153,0.8254284,0.3964936571164439,0.7912013000000001,0.8301518,0.4295907805598652,run004
9,9,0.81320274,0.8344739999999999,0.3864378065062773,0.79964775,0.8385279,0.4160155919255276,run004
0,0,0.52878594,0.52426153,0.6967395557880129,0.49133343,0.5375346999999999,0.7350551363905933,run005
1,1,0.5870605999999999,0.55803925,0.6678734806814561,0.48741043,0.5758975000000001,1.0071727497057177,run005
2,2,0.6435739,0.5961137,0.6258115059089837,0.50002,0.6130226,1.1239373530147934,run005
3,3,0.6821315,0.62932926,0.5876080965765887,0.51371044,0.64351434,1.1809601236358953,run005
4,4,0.71077514,0.65711224,0.5525479371079668,0.49029259999999997,0.6680388,1.9308858148648704,run005
5,5,0.7382401,0.6790555,0.5158506227551686,0.5035427,0.6889086,1.8125834425341305,run005
6,6,0.76437515,0.6992056999999999,0.4770056067754104,0.5098675,0.7083883000000001,1.6877824975113251,run005
7,7,0.7943931,0.7183158000000001,0.433726458828032,0.50254196,0.72691333,2.1085582939900758,run005
8,8,0.8272844000000001,0.7364879,0.3817359278635476,0.4938153,0.7447879,2.513426107381889,run005
9,9,0.8630443999999999,0.754125,0.3232682309599385,0.5126295999999999,0.7628625,2.1339941308875394,run005
0,0,0.5498239,0.75929415,0.6922027448405915,0.57563746,0.6665679,0.6740559035776214,run006
1,1,0.59171736,0.65469337,0.661912548005021,0.6343621,0.6549429,0.6395425185389464,run006
2,2,0.6640291,0.66766596,0.5979939287514079,0.69733,0.6848566999999999,0.5645243999060534,run006
3,3,0.72624004,0.7034909,0.523163544514089,0.7456467,0.7210850999999999,0.4975572488772732,run006
4,4,0.75438994,0.73611414,0.4817363053513598,0.74808854,0.7494328,0.4982740667847757,run006
5,5,0.7701706,0.7605746,0.4575424163880391,0.7393219,0.77048063,0.4941988785044026,run006
6,6,0.78034264,0.7789765000000001,0.43984848441682817,0.7596573,0.78686494,0.4653453168753778,run006
7,7,0.7894561,0.7938105999999999,0.4256760203771329,0.7889996,0.8004108,0.431040436458725,run006
8,8,0.7967193,0.80635864,0.4131034520477769,0.7851167,0.81171066,0.4385409698882421,run006
9,9,0.8026126,0.81660736,0.40239015757271934,0.7944438,0.82121015,0.42746935230554606,run006
0,0,0.53101873,0.76144606,0.6964317922141862,0.50678515,0.6554002,0.7193046721621451,run007
1,1,0.59544903,0.64379984,0.6622614392672989,0.49305472,0.64059365,0.9579767959142312,run007
2,2,0.65021884,0.64871734,0.6203340167652125,0.5143109,0.65709186,0.9568455389458758,run007
3,3,0.68612117,0.6676310000000001,0.5822893001103109,0.54873705,0.67758954,0.9359448982376448,run007
4,4,0.7146047,0.6881736999999999,0.5464264909682995,0.49813858,0.69611347,1.4880581377372242,run007
5,5,0.7416471,0.7049236999999999,0.5092303354060874,0.52664024,0.7130821999999999,1.2977027806063468,run007
6,6,0.7694634,0.7221702,0.4688985400620838,0.5477363000000001,0.7305305000000001,1.1942338032240143,run007
7,7,0.80154073,0.73995686,0.4220850982706185,0.5215162999999999,0.7478416,1.6055019284179968,run007
8,8,0.8360953999999999,0.7568537,0.36788565046271937,0.507946,0.7646818,1.943886252508884,run007
9,9,0.87188214,0.7736055000000001,0.3051386924920227,0.5302029,0.78189355,1.9716061946486392,run007
