epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.59143126,0.5740627,0.660320463727694,0.6639344,0.6399645,0.590573270836573
1,0.67605156,0.67831564,0.5769936274598744,0.687822,0.7041108,0.559758035431194
2,0.69634795,0.7199957,0.5501342115487091,0.693911,0.73224145,0.5565283458107866
3,0.7097878,0.7415839,0.5329277142518838,0.7093677,0.7498438,0.538110022883067
4,0.727326,0.75734603,0.5147537768148455,0.71709603,0.76411164,0.5141733120219985
5,0.7405056,0.7704341,0.4973336215936533,0.73747075,0.77611655,0.5052359647741925
6,0.74876726,0.7812566,0.4848260097144085,0.74192035,0.78606004,0.498562019555533
7,0.757146,0.7904114,0.4753057338772643,0.74555033,0.79445004,0.4891388745287831
8,0.76571995,0.7983491,0.46347895716734006,0.74871194,0.8019335,0.49364727542976317
9,0.7712624,0.8053329,0.45548325561391123,0.7525761,0.80842507,0.4843973264042358
