,epoch,acc,auc,loss,val_acc,val_auc,val_loss,run_name
3,3,0.8358783999999999,0.8890084999999999,0.36005251630802865,0.8356064000000001,0.8932306999999999,0.35875533419292444,run004
4,4,0.8413978999999999,0.8967771999999999,0.3485947410694411,0.83156735,0.89975363,0.37204774341627256,run004
5,5,0.8461597,0.90238976,0.3379244348586085,0.8444188,0.9048103999999999,0.3474605598318197,run004
6,6,0.8511603999999999,0.90703505,0.32871495496901965,0.8455204,0.90903425,0.34237813947709816,run004
7,7,0.8554325999999999,0.91091853,0.31992484028126705,0.8463596,0.9126042,0.34548740672422634,run004
8,8,0.85825944,0.9142383,0.3109639118980594,0.8459399999999999,0.91569805,0.35370938435521904,run004
0,0,0.72501546,0.7305495,0.5315068625621977,0.7787043,0.8108976,0.4609816035703006,run005
1,1,0.78314894,0.83007723,0.4488991014572804,0.7951789,0.8427298000000001,0.4237869082315371,run005
2,2,0.79515976,0.85093325,0.4265323223982811,0.79613906,0.8569496999999999,0.42407752538556137,run005
3,3,0.8035095,0.8619866,0.41156616413892505,0.7973014,0.8658540000000001,0.4211970592397977,run005
4,4,0.8083497,0.8693329,0.4023344354982546,0.80599356,0.87215656,0.4023816492122417,run005
5,5,0.8126734,0.8749035,0.39310313148637505,0.80629677,0.87714416,0.40011980209315895,run005
6,6,0.81623334,0.8793665,0.3853454653344167,0.8039721,0.88122827,0.4001593369216617,run005
7,7,0.81966424,0.88306105,0.3774835765632884,0.80872244,0.88470525,0.3961324732729573,run005
8,8,0.82301086,0.88634735,0.3702341781546649,0.8088741,0.88777226,0.3998883751521404,run005
9,9,0.8266719000000001,0.88928586,0.3627464093172113,0.8088234999999999,0.89055496,0.4012422790523489,run005
0,0,0.69699097,0.7269846,0.5588486239473996,0.7501496999999999,0.7828939,0.4876821866901494,run006
1,1,0.7648123,0.8045032,0.4741839523226064,0.77448684,0.8214391,0.4522594067199928,run006
2,2,0.79151493,0.83314365,0.4343841251831557,0.8060108,0.8427798000000001,0.4059283527178943,run006
3,3,0.80208343,0.85026515,0.4123853013020208,0.78091145,0.85591024,0.4455181993414301,run006
4,4,0.81162965,0.8606523000000001,0.3984777036534569,0.8151031999999999,0.8651694,0.3881484832329098,run006
5,5,0.8187983,0.8692,0.3861113468524937,0.8115098000000001,0.8725405999999999,0.3972657174326298,run006
6,6,0.82379526,0.8756204,0.3782532242803764,0.8125441999999999,0.87820727,0.3955189409286095,run006
