,epoch,acc,auc,loss,val_acc,val_auc,val_loss,run_name
5,5,0.85861,0.9010485999999999,0.2963714618605651,0.8194228000000001,0.9048753,0.3960522757091878,run002
6,6,0.87439513,0.9090305000000001,0.2631247785600385,0.8157800000000001,0.91256404,0.4374981552157337,run002
7,7,0.89092743,0.91641605,0.22937520748935045,0.81297785,0.9197125,0.4805166730216005,run002
8,8,0.90490234,0.9232152,0.1997427025999784,0.8097754,0.9262646000000001,0.5370455020120446,run002
9,9,0.9190461999999999,0.92946553,0.17237161473258286,0.8044514,0.9322055,0.6215755517931987,run002
0,0,0.6828831999999999,0.7192273,0.5647637652614468,0.7353589,0.7762657,0.5175033309967967,run003
1,1,0.78119665,0.8073779999999999,0.43999660494367504,0.69032466,0.8250413000000001,0.6720048381580891,run003
2,2,0.81642735,0.83985054,0.37986496068726,0.678916,0.850642,0.6685885257551519,run003
3,3,0.8582364,0.8632004000000001,0.3066673352875647,0.7178656,0.87296605,0.7119542131923072,run003
4,4,0.9108757,0.8855964,0.20509378239360007,0.67795527,0.8945378,1.1155496994546221,run003
5,5,0.9523421999999999,0.90470946,0.1200513089421948,0.602578,0.91134554,2.098386687187242,run003
6,6,0.96799386,0.9176175,0.08266723558429544,0.6063008000000001,0.9227264000000001,2.3171410325261146,run003
7,7,0.9738960999999999,0.9272020000000001,0.06791749776957287,0.7478484000000001,0.93251526,1.0350370574885652,run003
8,8,0.9777434000000002,0.9371485,0.058692229008841475,0.7085785,0.9408996,1.2297575279990411,run003
9,9,0.9815596,0.944241,0.049822506547100916,0.62587565,0.9462735000000001,2.484713683646558,run003
0,0,0.60204506,0.6065915,0.6459581945510355,0.66930866,0.6630523,0.5904164463663223,run004
1,1,0.71408427,0.7050131,0.5320959982711163,0.73379767,0.73946273,0.5078973656808826,run004
2,2,0.7592069,0.76280504,0.470574030955395,0.768424,0.7814631999999999,0.4626272150366621,run004
3,3,0.78064066,0.7957188000000001,0.4378345696297452,0.7808735,0.80751324,0.4448671991270269,run004
4,4,0.79437536,0.8171242,0.4144019401885957,0.78948003,0.82552063,0.4303323401331368,run004
5,5,0.8049343000000001,0.83266026,0.39624630853135023,0.77322763,0.83883077,0.4550101248960031,run004
6,6,0.8146305,0.8442976000000001,0.38074923963427815,0.79452384,0.8493618000000001,0.4185504947744892,run004
7,7,0.8222006,0.8539602,0.3676912702626392,0.79952765,0.8581347,0.4133301949493406,run004
8,8,0.82870764,0.86202836,0.3561047141130302,0.8035306999999999,0.8655226999999999,0.4099611886985667,run004
9,9,0.8342674000000001,0.86887026,0.3441128360253085,0.8032505,0.87191665,0.4191637384191289,run004
0,0,0.6113276,0.6158076,0.6391645407438312,0.49357513,0.65418315,1.2013958894412742,run005
1,1,0.71523625,0.6885638000000001,0.5296583511274644,0.49213403,0.71261454,1.552846893935289,run005
2,2,0.78445685,0.73783815,0.4283904169558622,0.50774586,0.7580131,1.4729022728458103,run005
3,3,0.8752847,0.784457,0.277251846727128,0.54349303,0.80701596,1.3739433088238504,run005
4,4,0.9547974,0.8320349,0.11891411177502935,0.53044313,0.8518634,2.01986804154252,run005
5,5,0.98509556,0.8687957000000001,0.04609024045751711,0.5022617,0.8813454,5.136566669855472,run005
6,6,0.99073976,0.89071137,0.030081228634493168,0.54597497,0.89994913,3.0811378841649706,run005
7,7,0.99300814,0.9071286,0.02206583068196175,0.5130699000000001,0.91297865,4.61996744536865,run005
8,8,0.99378645,0.9175349,0.019624020205594908,0.5390497,0.9222899999999999,2.9926665746410133,run005
9,9,0.99500513,0.9261754999999999,0.015756380594585898,0.53977025,0.92943454,3.861160095843097,run005
0,0,0.5896314,0.74999624,0.6615743710615172,0.65806013,0.70063496,0.6008998378061913,run006
1,1,0.70605606,0.72424614,0.5410165327683053,0.72639203,0.7489979999999999,0.5197244826298822,run006
2,2,0.75531954,0.7684491999999999,0.4759662150928404,0.76494133,0.7846905,0.4685148413885724,run006
3,3,0.776571,0.79747725,0.4432749424719323,0.7768704000000001,0.8082196999999999,0.4504679684144434,run006
4,4,0.78998095,0.81704825,0.4204441030098058,0.7865978,0.8248545,0.4365247561048988,run006
5,5,0.8015763000000001,0.8315716999999999,0.4024916099845184,0.77018535,0.8374132,0.4597463504424397,run006
6,6,0.8113569,0.8426428,0.3867798181939441,0.7920019,0.8475362,0.4224146339617832,run006
7,7,0.81831324,0.8519822,0.3734413780989918,0.7964453,0.85604954,0.4138230515331526,run006
8,8,0.8254563,0.8598629999999999,0.3613826671852249,0.801329,0.8632996,0.41236609204764096,run006
9,9,0.8320035,0.86662424,0.348875016608447,0.8006885,0.8696571,0.4202478217931701,run006
0,0,0.61843956,0.77649283,0.6339058739242138,0.49589688,0.7173803000000001,1.1746829989319727,run007
1,1,0.7184609000000001,0.7308566,0.5252258281825005,0.49061286,0.7417946999999999,1.7176070330466564,run007
2,2,0.7860803000000001,0.75975144,0.4257444240435971,0.49881909999999996,0.77420837,1.861607995280154,run007
3,3,0.8736700999999999,0.7960191999999999,0.2780416465625262,0.5332853,0.8152125,1.5142219562116872,run007
4,4,0.9543303,0.8377101999999998,0.1196969492022805,0.49729794,0.85448885,3.2823672006133267,run007
5,5,0.98486423,0.8690631,0.04759293637418666,0.49417558,0.8808946,5.329705450431027,run007
6,6,0.9910778,0.8898792,0.028963342022098226,0.50882673,0.8980151,4.984764666548153,run007
7,7,0.99278575,0.90421534,0.023539762466383347,0.49445578,0.90947425,6.132735342359727,run007
8,8,0.9943245999999999,0.91358167,0.01728627681840035,0.49257436,0.9172745000000001,7.147020005844007,run007
9,9,0.9948584,0.9201684000000001,0.01576536608118239,0.52632,0.9233611999999999,5.017121378499323,run007
