epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.6976587,0.6693303,0.5424088581616031,0.7830351,0.7930195,0.444627289496906
1,0.79804033,0.826174,0.4141218489682296,0.8002882,0.8467974,0.4078350373223023
2,0.81663644,0.8594525,0.3818691567672375,0.8219847,0.86898446,0.3785568567877695
3,0.828125,0.8763754,0.36155316555740535,0.82074374,0.8821787,0.3788302008792395
4,0.8392266,0.8872984,0.3432675043917363,0.8154597,0.8914956,0.39300317121204587
5,0.8477886,0.8954618,0.3256331734738898,0.80805415,0.898717,0.4080031493728773
6,0.85762256,0.9020287,0.3065368849149203,0.8143389,0.90491724,0.40766648434951575
7,0.8668428,0.9078794,0.2893810573245014,0.8221048,0.9104468,0.3899709117335295
8,0.8783981,0.9132966,0.26728379281546305,0.8179416,0.9157075,0.41149086351583924
9,0.88917947,0.91830117,0.24603308120565084,0.8111365,0.92059606,0.4429287610065178
