epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.5633673,0.56395787,0.6795574789148364,0.59597296,0.5958524,0.6612099299968128
1,0.6306042,0.6208447,0.6298040807705267,0.6904047,0.6509189,0.5767920121798594
2,0.7148982,0.6815415,0.5350383281190274,0.73507863,0.7086263,0.5114808474952371
3,0.7517124,0.7296672,0.48442595059605126,0.7645811,0.74769944,0.4692692484482455
4,0.77035296,0.76204634,0.4547965816300868,0.76257956,0.774435,0.47788953576976295
5,0.78359395,0.7845894,0.43528053213633044,0.740763,0.7934711,0.4900250383551386
6,0.79205805,0.80102384,0.4201377454149377,0.7768704,0.80812204,0.4417574697444824
7,0.7998194,0.81436753,0.4076926153632495,0.7936832,0.82017213,0.4198246391897928
8,0.80709153,0.8254284,0.3964936571164439,0.7912013,0.8301518,0.4295907805598652
9,0.81320274,0.834474,0.38643780650627724,0.79964775,0.8385279,0.4160155919255276
