,epoch,acc,auc,loss,val_acc,val_auc,val_loss,run_name
0,0,0.59143126,0.5740626999999999,0.660320463727694,0.6639344,0.6399645,0.5905732708365731,run000
1,1,0.67605156,0.67831564,0.5769936274598744,0.687822,0.7041108,0.559758035431194,run000
2,2,0.69634795,0.7199956999999999,0.5501342115487091,0.693911,0.73224145,0.5565283458107866,run000
3,3,0.7097878000000001,0.7415839,0.5329277142518838,0.7093676999999999,0.7498438000000001,0.538110022883067,run000
4,4,0.727326,0.75734603,0.5147537768148455,0.71709603,0.76411164,0.5141733120219985,run000
5,5,0.7405056,0.7704340999999999,0.4973336215936533,0.73747075,0.77611655,0.5052359647741925,run000
6,6,0.74876726,0.7812566,0.4848260097144085,0.74192035,0.78606004,0.4985620195555329,run000
7,7,0.757146,0.7904114000000001,0.4753057338772643,0.74555033,0.79445004,0.4891388745287831,run000
8,8,0.76571995,0.7983491,0.4634789571673401,0.74871194,0.8019335,0.4936472754297632,run000
9,9,0.7712624,0.8053329,0.4554832556139112,0.7525761,0.80842507,0.4843973264042358,run000
0,0,0.66736495,0.6388156,0.5818001852765013,0.77386814,0.7562004,0.45860644247712,run001
1,1,0.77630854,0.79484177,0.4526416488625946,0.7768304,0.8181804,0.4474872756801861,run001
2,2,0.79431754,0.832067,0.4217898596736685,0.8077339,0.8430601000000001,0.3966698221642901,run001
3,3,0.8050989000000001,0.8511638000000001,0.4040555856186645,0.8147791999999999,0.8577870000000001,0.3892582117480902,run001
4,4,0.81282914,0.8631575999999999,0.3907959609105017,0.8007685999999999,0.8676238000000002,0.41505703993532783,run001
5,5,0.819096,0.87147707,0.3799566635594234,0.81253755,0.87487483,0.4005008799556962,run001
6,6,0.8231702,0.8778098,0.3737371168031741,0.82242507,0.8805369000000001,0.3760683497464077,run001
7,7,0.8260211999999999,0.8829674999999999,0.3679208117957396,0.8231056000000001,0.8851617,0.37316818115099903,run001
8,8,0.82947266,0.8871754000000001,0.3625566389514019,0.8243465,0.88899136,0.3719560957863144,run001
9,9,0.8315053,0.8906826999999999,0.3583985412092506,0.8244665999999999,0.8922290999999999,0.3705201477251193,run001
0,0,0.7380603,0.73517483,0.4987542456822528,0.8131497,0.8353636999999999,0.4011015261472546,run002
1,1,0.8135720000000001,0.85701716,0.3984956859101023,0.83122957,0.87144786,0.3649031359950112,run002
2,2,0.8283229,0.8802871999999999,0.3712330365748087,0.83768934,0.8871322,0.3520290441899571,run002
3,3,0.83712554,0.89229363,0.3547055816947497,0.84689635,0.89666885,0.3363482222810494,run002
4,4,0.84331715,0.9003431000000001,0.3423353079530482,0.8518710999999999,0.9034296999999999,0.32953970123197435,run002
5,5,0.84918284,0.90623254,0.3320386775827771,0.8485299000000001,0.90857625,0.3325368672335021,run002
6,6,0.8528416999999999,0.9106847,0.32659863123594723,0.85205674,0.9125037,0.3269737356733929,run002
7,7,0.8554652,0.9142305000000001,0.3205969505533336,0.8531334,0.9157291,0.3235946994434131,run002
