,epoch,acc,auc,loss,val_acc,val_auc,val_loss,run_name
8,8,0.8575483,0.9171729999999999,0.3157832321604232,0.8563261000000001,0.9184412000000001,0.3187995919064041,run002
9,9,0.8613556,0.9196877,0.3104723031705264,0.8578110999999999,0.9208030999999999,0.3213589099941514,run002
0,0,0.6964921,0.6647122,0.5424724578146012,0.7985653,0.79505783,0.42546713363953387,run003
1,1,0.7983670999999999,0.8278363999999999,0.4159824213802719,0.81721586,0.8484851000000001,0.3882185380091376,run003
2,2,0.81553805,0.8602595999999999,0.38952149683011605,0.82205784,0.8693203000000002,0.3773777838248933,run003
3,3,0.82392675,0.8757495999999999,0.37493418809053386,0.8308003,0.88104206,0.3653774536104613,run003
4,4,0.8307015,0.88542175,0.3625153519737479,0.8327728999999999,0.8891045,0.3597821580680041,run003
5,5,0.8370279,0.8923514000000001,0.3519952493252272,0.8366734,0.8952313000000001,0.3520039991425571,run003
6,6,0.8406942,0.89777815,0.3456658157878383,0.83810806,0.8999366,0.3498131523850144,run003
7,7,0.8447043,0.90204626,0.33836103898203623,0.8399462,0.90382415,0.343884271810559,run003
8,8,0.84764826,0.9055545,0.3331322645246861,0.83949786,0.9070754999999999,0.3447891111255333,run003
9,9,0.8497005999999999,0.9085365,0.3282896427886989,0.8394082,0.90984756,0.3443382197703939,run003
0,0,0.7005895999999999,0.68716526,0.5598211752323481,0.7674853,0.78535455,0.4798435717821121,run004
1,1,0.77732044,0.8108385,0.4620970383627022,0.7888114,0.8273314,0.4401582825684991,run004
2,2,0.79019594,0.8375210999999999,0.43898128026780425,0.7898221,0.84508115,0.4339825335164271,run004
3,3,0.7976866,0.85090035,0.4266495804247432,0.78906405,0.8552949000000001,0.4337965982786185,run004
4,4,0.8026335,0.8591211,0.4177839811503288,0.8039721,0.86236125,0.4132935761586253,run004
5,5,0.80639565,0.86529446,0.4099269453509559,0.80897516,0.86781937,0.4035531566835934,run004
6,6,0.80935484,0.8701332,0.4048971294155219,0.8077116999999999,0.8720884,0.4025207764093396,run004
7,7,0.8111517,0.8739084999999999,0.3994142391632271,0.80614513,0.87557346,0.4048638155829936,run004
8,8,0.8134876,0.87702876,0.39498559976924014,0.80291086,0.87845016,0.4172481918645753,run004
9,9,0.8160255999999999,0.8797521,0.3909506323955523,0.80872244,0.88094217,0.404747754829298,run004
0,0,0.6871605,0.7103803000000001,0.5713031765641587,0.74083954,0.7707208999999999,0.5040548805549793,run005
1,1,0.7571536,0.7934853000000001,0.4881887098921949,0.776338,0.81087667,0.4620212666456708,run005
2,2,0.7846729,0.8233669,0.445491904422068,0.8014918000000001,0.8336511999999999,0.42442196285683104,run005
3,3,0.79824805,0.84154403,0.42326396996583415,0.79795283,0.8480385,0.4258218054377347,run005
4,4,0.8065238,0.85341686,0.4097051070648922,0.8135787,0.85808533,0.3935581426678115,run005
5,5,0.8122345999999999,0.8622101000000001,0.3989727149104783,0.81379646,0.86569995,0.3968334091301579,run005
6,6,0.81621516,0.86883456,0.3917311767646445,0.8201666,0.87157184,0.3875866347553942,run005
7,7,0.8208249,0.8742354999999999,0.3845048932081945,0.81858766,0.87641335,0.3906933370886779,run005
8,8,0.82335967,0.8785062,0.3790635026739773,0.82376003,0.8803984,0.3824992949266363,run005
9,9,0.8264752000000001,0.88222307,0.3738464585400711,0.8216366,0.88382673,0.3876282709102286,run005
0,0,0.718483,0.6977253000000001,0.5359558531655821,0.79993707,0.8091571999999999,0.4326448780578255,run006
1,1,0.80663157,0.83658224,0.4182857082921798,0.8176144000000001,0.8542421,0.395422693823258,run006
2,2,0.8215171999999998,0.86483115,0.3912571530449511,0.8307805,0.8728144,0.37632300899107785,run006
3,3,0.82969445,0.87881947,0.3761561337366392,0.83796686,0.8836349,0.36226551134714347,run006
4,4,0.8345903,0.8875518,0.3659801181773027,0.8259546999999998,0.89077604,0.3791709506896718,run006
5,5,0.8401273000000001,0.8935913000000001,0.3561713864794791,0.8441565000000001,0.89621854,0.34902810312857563,run006
6,6,0.84252274,0.89847714,0.35003038298955763,0.8419534,0.90050715,0.35410919212954955,run006
7,7,0.84689987,0.9023728999999999,0.3432848506728933,0.8338228999999999,0.9040286,0.3637644789250405,run006
8,8,0.8488174,0.90550244,0.3387938893426307,0.8415338,0.9069063,0.3613605512268591,run006
9,9,0.8515684000000001,0.9082021,0.3355481117188961,0.8453105,0.9093913,0.3445593792032575,run006
